block_height,timestamp,difficulty,txs_count,miner_address,network_health,block_age,hash_entropy,miner_reputation,is_valid
2204,1771185560,14263200,42,miner_pool_8,0.9469,100,234,0.9242,0
2205,1771185680,14260993,40,miner_pool_8,0.9072,99,206,0.8721,1
2206,1771185800,14662395,43,miner_pool_7,0.9797,144,211,0.9184,1
2207,1771185920,14650334,61,miner_pool_7,0.9319,110,227,0.8297,0
2208,1771186040,15804779,51,miner_pool_4,0.9641,115,218,0.9108,1
2209,1771186160,15919283,57,miner_pool_8,0.8718,117,220,0.8293,1
2210,1771186280,14212048,54,unknown_miner_929,0.9182,105,234,0.7,1
2211,1771186400,14964491,51,miner_pool_6,0.9017,108,237,0.8052,0
2212,1771186520,14234759,58,miner_pool_3,0.9681,101,218,0.8088,1
2213,1771186640,15734109,56,miner_pool_3,0.9607,105,223,0.8816,1
2214,1771186760,15721802,66,miner_pool_6,0.9062,125,217,0.9051,1
2215,1771186880,14380067,58,miner_pool_2,0.9796,138,249,0.9362,1
2216,1771187000,15745233,40,miner_pool_4,0.9139,91,235,0.8517,1
2217,1771187120,15047148,45,miner_pool_7,0.8612,147,256,0.9165,1
2218,1771187240,14555238,52,miner_pool_2,0.9954,96,252,0.8197,1
2219,1771187360,14926378,53,miner_pool_8,0.9324,115,211,0.9092,1
2220,1771187480,15892570,51,miner_pool_6,0.9795,137,210,0.8454,1
2221,1771187600,15032425,48,miner_pool_1,0.8506,116,231,0.9372,1
2222,1771187720,15098701,57,miner_pool_4,0.9721,129,222,0.8838,1
2223,1771187840,14186400,54,unknown_miner_516,0.8956,115,209,0.358,1
2224,1771187960,14589999,54,miner_pool_1,0.9411,140,230,0.8785,1
2225,1771188080,15110064,67,unknown_miner_339,0.8789,95,225,0.4614,1
2226,1771188200,15988465,43,miner_pool_9,0.9566,118,202,0.9073,1
2227,1771188320,14331312,47,miner_pool_6,0.8886,96,231,0.8332,1
2228,1771188440,15259522,47,miner_pool_9,0.9913,111,208,0.8037,0
2229,1771188560,15302955,41,miner_pool_7,0.8563,133,217,0.9393,1
2230,1771188680,14339791,60,miner_pool_2,0.9178,104,243,0.949,1
2231,1771188800,15118636,48,miner_pool_7,0.8646,139,203,0.8291,1
2232,1771188920,14854097,41,miner_pool_3,0.9059,103,205,0.8163,1
2233,1771189040,15945327,52,miner_pool_8,0.9067,124,238,0.8278,1
2234,1771189160,15672518,53,miner_pool_1,0.9602,106,248,0.8371,1
2235,1771189280,14369831,46,miner_pool_6,0.9786,149,242,0.8799,1
2236,1771189400,15462978,61,miner_pool_8,0.9634,146,250,0.949,1
2237,1771189520,15606296,52,miner_pool_5,0.9653,145,231,0.888,1
2238,1771189640,15161497,58,unknown_miner_225,0.8993,129,247,0.6076,1
2239,1771189760,14344490,52,miner_pool_6,0.9885,93,213,0.815,1
2240,1771189880,15626288,47,miner_pool_3,0.9374,111,225,0.8834,1
2241,1771190000,14097673,54,miner_pool_9,0.8991,148,211,0.8171,1
2242,1771190120,15859264,48,miner_pool_8,0.9652,129,237,0.8118,1
2243,1771190240,15367859,49,miner_pool_1,0.9606,136,251,0.8708,1
2244,1771190360,14024271,51,miner_pool_4,0.9087,105,240,0.8044,1
2245,1771190480,15945556,55,miner_pool_1,0.8586,115,214,0.9115,1
2246,1771190600,14917336,51,miner_pool_6,0.8992,112,207,0.8998,1
2247,1771190720,15603311,43,miner_pool_1,0.8808,95,207,0.8407,1
2248,1771190840,15234914,48,unknown_miner_637,0.8855,125,228,0.2698,1
2249,1771190960,14605118,57,miner_pool_4,0.9461,143,206,0.8178,1
2250,1771191080,15138877,50,miner_pool_10,0.9421,125,247,0.9369,1
2251,1771191200,15566388,64,miner_pool_5,0.9569,122,237,0.8575,0
2252,1771191320,15677160,45,miner_pool_6,0.874,150,218,0.9112,1
2253,1771191440,14564342,38,miner_pool_10,0.8957,129,249,0.8687,1
2254,1771191560,15314420,45,miner_pool_2,0.8868,144,247,0.898,1
2255,1771191680,14950345,61,miner_pool_9,0.9079,141,214,0.877,1
2256,1771191800,14823505,48,miner_pool_3,0.9885,144,243,0.9131,1
2257,1771191920,14546273,75,unknown_miner_133,0.9359,110,202,0.3962,1
2258,1771192040,15712404,51,miner_pool_6,0.881,119,203,0.9494,1
2259,1771192160,15928916,34,miner_pool_4,0.8687,133,216,0.9373,1
2260,1771192280,15801030,53,unknown_miner_540,0.8723,97,247,0.2679,1
2261,1771192400,14767507,52,unknown_miner_583,0.8594,145,247,0.6256,1
2262,1771192520,15290288,35,unknown_miner_38,0.939,106,202,0.6322,1
2263,1771192640,14749349,48,miner_pool_7,0.9731,128,256,0.8643,1
2264,1771192760,14428840,57,miner_pool_5,0.993,140,227,0.9217,1
2265,1771192880,14703381,46,miner_pool_9,0.9612,149,231,0.8987,1
2266,1771193000,14488890,61,unknown_miner_215,0.9328,121,250,0.4962,1
2267,1771193120,15791381,49,miner_pool_7,0.8636,96,202,0.8535,1
2268,1771193240,15807876,56,miner_pool_6,0.9641,130,254,0.8221,1
2269,1771193360,14991581,43,unknown_miner_645,0.9552,142,255,0.2656,1
2270,1771193480,14258633,38,miner_pool_2,0.8587,95,217,0.8299,1
2271,1771193600,15693823,58,unknown_miner_486,0.9237,102,219,0.7105,1
2272,1771193720,15841215,48,miner_pool_6,0.8762,99,243,0.9458,1
2273,1771193840,15426919,46,miner_pool_5,0.9485,101,242,0.9462,1
2274,1771193960,15653283,55,miner_pool_2,0.851,130,220,0.8229,1
2275,1771194080,14410211,50,unknown_miner_355,0.9777,131,226,0.782,1
2276,1771194200,15455220,51,miner_pool_2,0.886,98,208,0.85,1
2277,1771194320,14777884,47,miner_pool_2,0.859,104,201,0.9255,1
2278,1771194440,14964139,50,unknown_miner_917,0.884,146,228,0.3075,1
2279,1771194560,14091625,48,miner_pool_10,0.991,125,227,0.8827,1
2280,1771194680,14797814,47,miner_pool_8,0.8665,117,244,0.8134,1
2281,1771194800,14014947,60,miner_pool_8,0.965,130,225,0.8045,1
2282,1771194920,14095129,56,miner_pool_10,0.9899,134,204,0.9179,1
2283,1771195040,14718420,52,unknown_miner_354,0.8746,101,213,0.3593,1
2284,1771195160,14873611,47,miner_pool_8,0.862,123,221,0.8975,1
2285,1771195280,14131208,47,unknown_miner_154,0.9849,149,212,0.6167,1
2286,1771195400,15959067,52,miner_pool_4,0.9638,138,204,0.9029,1
2287,1771195520,15595579,48,miner_pool_2,0.9925,144,249,0.9488,1
2288,1771195640,14026676,50,unknown_miner_250,0.9777,128,239,0.4558,1
2289,1771195760,15451840,55,miner_pool_9,0.9852,106,255,0.8234,1
2290,1771195880,15031896,57,unknown_miner_229,0.9397,140,227,0.7457,1
2291,1771196000,15968827,49,miner_pool_9,0.9652,143,213,0.9182,1
2292,1771196120,14640211,54,miner_pool_6,0.8768,144,205,0.8117,1
2293,1771196240,15848449,39,miner_pool_4,0.9727,138,227,0.8734,0
2294,1771196360,14809829,35,miner_pool_5,0.8985,148,244,0.8404,1
2295,1771196480,14399781,52,unknown_miner_48,0.9703,98,206,0.2854,1
2296,1771196600,14564168,57,miner_pool_6,0.9833,124,227,0.8032,1
2297,1771196720,14296653,53,miner_pool_1,0.9845,139,243,0.8767,1
2298,1771196840,15937983,43,miner_pool_2,0.9003,129,243,0.8628,1
2299,1771196960,14720824,63,miner_pool_3,0.9984,139,221,0.8522,1
2300,1771197080,14635486,39,miner_pool_7,0.8592,129,204,0.8521,1
2301,1771197200,15215350,54,miner_pool_1,0.9445,106,233,0.9309,1
2302,1771197320,15358574,54,miner_pool_8,0.934,95,232,0.9257,1
2303,1771197440,14173892,46,miner_pool_2,0.9507,121,245,0.925,1
2304,1771197560,15653625,44,miner_pool_8,0.8592,114,233,0.9175,1
2305,1771197680,14803581,52,miner_pool_7,0.976,108,204,0.9433,1
2306,1771197800,15459438,43,miner_pool_3,0.865,111,235,0.9082,1
2307,1771197920,14195976,53,miner_pool_10,0.9752,90,214,0.8537,1
2308,1771198040,15540116,37,miner_pool_6,0.9905,100,212,0.8212,1
2309,1771198160,14100206,41,miner_pool_6,0.995,131,232,0.84,1
2310,1771198280,14977604,45,miner_pool_4,0.9771,109,224,0.863,1
2311,1771198400,15313331,55,miner_pool_2,0.9945,148,238,0.8613,0
2312,1771198520,14031891,49,miner_pool_4,0.9072,94,227,0.8516,1
2313,1771198640,14092673,43,miner_pool_1,0.9127,137,220,0.8218,1
2314,1771198760,14181686,65,miner_pool_2,0.909,123,220,0.9431,1
2315,1771198880,14553165,53,miner_pool_10,0.9253,107,238,0.8022,1
2316,1771199000,15008307,44,miner_pool_9,0.9901,122,239,0.8943,0
2317,1771199120,14368743,45,miner_pool_10,0.969,136,249,0.8381,1
2318,1771199240,14782233,49,miner_pool_1,0.8769,136,233,0.9362,1
2319,1771199360,15476317,52,miner_pool_9,0.9148,122,236,0.8467,1
2320,1771199480,15163163,50,unknown_miner_985,0.8917,103,248,0.6176,1
2321,1771199600,15740882,48,unknown_miner_296,0.8966,97,236,0.2688,1
2322,1771199720,14128801,50,miner_pool_9,0.923,105,218,0.8108,1
2323,1771199840,15971131,46,miner_pool_6,0.9062,111,242,0.8171,1
2324,1771199960,14840701,54,miner_pool_8,0.8678,142,250,0.8863,1
2325,1771200080,15902933,60,unknown_miner_787,0.9077,109,211,0.3939,1
2326,1771200200,15532190,44,miner_pool_1,0.959,135,227,0.9436,1
2327,1771200320,15846630,52,miner_pool_9,0.8932,114,239,0.8853,1
2328,1771200440,15115011,52,miner_pool_8,0.9387,127,238,0.9059,1
2329,1771200560,14475051,52,miner_pool_3,0.9727,91,238,0.882,1
2330,1771200680,15751855,49,miner_pool_5,0.9079,92,208,0.8164,1
2331,1771200800,14971286,48,miner_pool_3,0.9622,120,247,0.9438,1
2332,1771200920,14819246,45,unknown_miner_718,0.8992,143,244,0.201,1
2333,1771201040,15905235,59,unknown_miner_587,0.8723,150,243,0.3981,1
2334,1771201160,15188065,40,miner_pool_5,0.9007,104,232,0.8572,1
2335,1771201280,14280403,55,miner_pool_10,0.9205,108,210,0.8772,1
2336,1771201400,14043880,43,unknown_miner_536,0.9691,128,234,0.5713,1
2337,1771201520,15786534,45,miner_pool_2,0.9336,109,233,0.93,1
2338,1771201640,14358297,48,miner_pool_10,0.9773,140,229,0.8329,0
2339,1771201760,14362309,46,miner_pool_5,0.8861,103,227,0.8247,0
2340,1771201880,14941999,52,miner_pool_4,0.9681,106,238,0.9186,1
2341,1771202000,15015610,41,unknown_miner_335,0.9686,113,207,0.2231,1
2342,1771202120,15357004,56,miner_pool_8,0.9949,112,232,0.8414,1
2343,1771202240,14992528,46,miner_pool_9,0.9489,123,217,0.9454,1
2344,1771202360,15114470,61,miner_pool_5,0.8623,106,223,0.945,1
2345,1771202480,14048112,56,miner_pool_7,0.8628,106,253,0.8011,1
2346,1771202600,14859222,55,miner_pool_5,0.9261,135,233,0.948,1
2347,1771202720,14380636,39,miner_pool_7,0.9753,90,226,0.9218,1
2348,1771202840,14095058,48,miner_pool_9,0.9325,133,204,0.8006,1
2349,1771202960,14985355,55,miner_pool_8,0.902,90,251,0.8131,1
2350,1771203080,15524744,43,unknown_miner_998,0.9368,124,202,0.3586,1
2351,1771203200,14596225,53,unknown_miner_23,0.9978,139,219,0.4112,1
2352,1771203320,14231879,53,miner_pool_3,0.9546,96,205,0.9294,1
2353,1771203440,15721572,30,miner_pool_7,0.9255,102,237,0.8545,1
2354,1771203560,15461484,63,miner_pool_1,0.9386,116,245,0.9115,1
2355,1771203680,15912239,52,miner_pool_9,0.8832,132,216,0.8974,1
2356,1771203800,15684036,44,miner_pool_4,0.9428,97,239,0.9105,1
2357,1771203920,14418695,48,miner_pool_6,0.8516,98,236,0.9304,0
2358,1771204040,15812389,43,miner_pool_10,0.8774,125,205,0.8791,1
2359,1771204160,14385079,57,miner_pool_1,0.9777,119,241,0.8204,1
2360,1771204280,15109308,37,miner_pool_1,0.9172,112,229,0.8332,1
2361,1771204400,14668454,58,miner_pool_2,0.9135,145,204,0.8946,1
2362,1771204520,15088127,44,unknown_miner_919,0.8749,90,235,0.3388,1
2363,1771204640,15374563,56,miner_pool_8,0.9611,100,201,0.9399,1
2364,1771204760,14887114,48,miner_pool_8,0.9521,125,206,0.82,1
2365,1771204880,15290244,61,miner_pool_9,0.9444,128,216,0.8829,1
2366,1771205000,14110584,51,unknown_miner_292,0.9628,104,210,0.2896,1
2367,1771205120,14737224,47,miner_pool_6,0.9201,109,255,0.8628,1
2368,1771205240,15303320,57,miner_pool_5,0.9405,93,236,0.807,1
2369,1771205360,15728425,43,miner_pool_5,0.8603,133,235,0.8568,1
2370,1771205480,15741829,61,miner_pool_1,0.9458,122,247,0.9384,1
2371,1771205600,14969381,63,miner_pool_3,0.9968,116,244,0.9275,1
2372,1771205720,14392491,38,miner_pool_7,0.9076,132,252,0.806,1
2373,1771205840,14937683,41,miner_pool_8,0.8831,107,246,0.8833,1
2374,1771205960,14373946,48,unknown_miner_469,0.9103,114,245,0.3364,1
2375,1771206080,15548990,54,miner_pool_2,0.8605,93,252,0.8296,1
2376,1771206200,15641402,63,miner_pool_10,0.8573,125,208,0.8363,1
2377,1771206320,15596143,59,miner_pool_9,0.8889,100,206,0.8028,1
2378,1771206440,14311921,36,miner_pool_6,0.9628,143,221,0.9012,1
2379,1771206560,15859577,41,miner_pool_7,0.9401,123,217,0.9485,1
2380,1771206680,15512566,50,miner_pool_7,0.9506,127,210,0.8584,1
2381,1771206800,14620899,46,miner_pool_10,0.9291,131,216,0.9198,1
2382,1771206920,14608832,45,miner_pool_5,0.8552,142,244,0.8285,1
2383,1771207040,14319984,46,unknown_miner_232,0.8921,123,250,0.5302,1
2384,1771207160,14439829,58,unknown_miner_924,0.8654,106,253,0.3726,1
2385,1771207280,15041290,47,miner_pool_5,0.9636,147,221,0.8565,1
2386,1771207400,15192490,42,miner_pool_9,0.9948,145,236,0.8132,1
2387,1771207520,14359155,57,miner_pool_8,0.8849,117,243,0.8358,1
2388,1771207640,14159895,40,miner_pool_3,0.8643,117,253,0.9,1
2389,1771207760,15523871,46,unknown_miner_884,0.9993,122,213,0.4762,1
2390,1771207880,14388826,67,miner_pool_8,0.8658,119,225,0.8705,1
2391,1771208000,14284918,40,miner_pool_10,0.9497,114,251,0.8171,1
2392,1771208120,14396602,60,miner_pool_5,0.9313,92,235,0.9089,1
2393,1771208240,15941754,46,miner_pool_2,0.8554,148,225,0.815,1
2394,1771208360,15366978,41,miner_pool_2,0.9571,111,206,0.8408,1
2395,1771208480,15838674,54,miner_pool_9,0.9892,110,243,0.8843,1
2396,1771208600,15683517,52,miner_pool_7,0.8652,141,200,0.8235,1
2397,1771208720,15553885,49,miner_pool_2,0.8939,136,223,0.8465,1
2398,1771208840,15267941,55,miner_pool_7,0.8708,143,200,0.8624,1
2399,1771208960,14392294,44,miner_pool_10,0.9947,102,252,0.8344,1
2400,1771209080,15357073,50,miner_pool_7,0.8763,149,253,0.8795,1
2401,1771209200,15043573,45,unknown_miner_733,0.9071,124,235,0.3049,1
2402,1771209320,14851343,60,unknown_miner_924,0.9546,129,222,0.4483,1
2403,1771209440,14372703,53,miner_pool_5,0.889,121,236,0.8872,1
2404,1771209560,14882629,55,miner_pool_4,0.8533,92,247,0.8934,1
2405,1771209680,14142944,39,miner_pool_4,0.9616,140,241,0.8677,1
2406,1771209800,14412795,46,unknown_miner_624,0.9291,124,206,0.4589,1
2407,1771209920,15109777,43,miner_pool_3,0.9345,131,247,0.8713,1
2408,1771210040,15138195,38,miner_pool_3,0.939,93,228,0.8483,1
2409,1771210160,15655717,56,miner_pool_9,0.9496,110,230,0.9234,1
2410,1771210280,15338122,65,miner_pool_9,0.9327,123,247,0.856,1
2411,1771210400,14325188,52,miner_pool_10,0.9836,132,218,0.8723,1
2412,1771210520,15909876,59,miner_pool_7,0.9278,130,222,0.818,1
2413,1771210640,14848841,49,miner_pool_1,0.9209,135,234,0.897,1
2414,1771210760,14002918,57,miner_pool_5,0.9489,145,226,0.8882,1
2415,1771210880,14249691,46,miner_pool_1,0.9351,114,217,0.8284,1
2416,1771211000,14051171,55,miner_pool_1,0.977,143,205,0.8459,1
2417,1771211120,14535987,53,miner_pool_6,0.9052,150,221,0.8889,1
2418,1771211240,15393668,68,miner_pool_4,0.9621,90,241,0.8246,1
2419,1771211360,14023386,42,miner_pool_2,0.8567,106,253,0.8927,1
2420,1771211480,15030664,45,miner_pool_5,0.9799,90,255,0.8023,1
2421,1771211600,14552723,65,miner_pool_7,0.8877,138,245,0.8697,1
2422,1771211720,15188379,43,miner_pool_1,0.9757,104,215,0.8227,1
2423,1771211840,14138243,39,miner_pool_5,0.9964,118,221,0.8257,1
2424,1771211960,15558111,58,miner_pool_5,0.9458,125,200,0.8373,1
2425,1771212080,14489994,51,miner_pool_10,0.8562,125,242,0.86,1
2426,1771212200,14243760,54,miner_pool_6,0.9072,112,251,0.8874,1
2427,1771212320,14717712,56,miner_pool_3,0.9115,103,219,0.9333,1
2428,1771212440,14465481,59,miner_pool_3,0.9623,143,229,0.8707,1
2429,1771212560,14820960,52,miner_pool_9,0.9051,147,231,0.8815,1
2430,1771212680,15455284,48,miner_pool_9,0.9927,139,226,0.9215,1
2431,1771212800,15042736,56,miner_pool_7,0.9208,115,251,0.9047,1
2432,1771212920,14371496,62,miner_pool_9,0.894,92,229,0.9169,1
2433,1771213040,14707003,55,miner_pool_3,0.9593,91,251,0.8107,1
2434,1771213160,15507374,61,miner_pool_6,0.9681,145,231,0.8561,1
2435,1771213280,14090784,48,unknown_miner_108,0.8527,101,213,0.3833,1
2436,1771213400,15829602,47,unknown_miner_176,0.9906,104,221,0.3472,1
2437,1771213520,15846330,54,miner_pool_9,0.9312,147,231,0.9198,1
2438,1771213640,15406282,51,miner_pool_9,0.897,116,228,0.9471,1
2439,1771213760,15027089,48,miner_pool_6,0.9784,149,209,0.8342,1
2440,1771213880,15151703,44,miner_pool_10,0.955,140,247,0.9214,1
2441,1771214000,15726152,43,unknown_miner_624,0.9805,111,233,0.4715,1
2442,1771214120,15086028,53,miner_pool_4,0.8666,100,236,0.8432,1
2443,1771214240,15558976,38,miner_pool_2,0.8594,103,208,0.8074,1
2444,1771214360,15906158,65,miner_pool_9,0.9266,102,204,0.8149,1
2445,1771214480,14630684,62,miner_pool_10,0.8848,147,253,0.8964,1
2446,1771214600,15490559,64,miner_pool_8,0.999,94,230,0.8256,0
2447,1771214720,14505807,50,miner_pool_1,0.9222,104,255,0.8257,1
2448,1771214840,15911634,43,miner_pool_8,0.991,92,237,0.8113,1
2449,1771214960,14972894,52,miner_pool_3,0.9647,101,238,0.8386,1
2450,1771215080,14910220,51,miner_pool_10,0.9009,94,209,0.9085,1
2451,1771215200,14655271,52,miner_pool_7,0.8637,135,234,0.868,1
2452,1771215320,15813809,50,unknown_miner_670,0.9123,103,211,0.7766,1
2453,1771215440,15757821,44,miner_pool_10,0.9285,111,240,0.8541,1
2454,1771215560,15415723,62,miner_pool_6,0.9177,146,201,0.9276,1
2455,1771215680,15857291,42,miner_pool_9,0.8752,115,217,0.9256,1
2456,1771215800,15715018,52,miner_pool_9,0.9736,147,248,0.8055,1
2457,1771215920,14540816,33,miner_pool_5,0.9075,117,255,0.8473,1
2458,1771216040,15268905,49,miner_pool_6,0.8546,124,219,0.939,1
2459,1771216160,15699390,57,miner_pool_9,0.9199,92,245,0.8641,1
2460,1771216280,15233216,49,miner_pool_10,0.9199,111,206,0.9073,1
2461,1771216400,15865097,47,miner_pool_8,0.8988,104,210,0.8594,1
2462,1771216520,15443467,53,unknown_miner_996,0.9023,141,221,0.7765,1
2463,1771216640,14479966,61,miner_pool_4,0.9152,129,213,0.8422,1
2464,1771216760,15176358,63,miner_pool_2,0.9774,108,246,0.9393,1
2465,1771216880,15824708,36,unknown_miner_714,0.875,139,233,0.5735,1
2466,1771217000,15621622,41,miner_pool_3,0.9719,107,223,0.8163,1
2467,1771217120,15184263,50,miner_pool_6,0.9763,107,256,0.9417,1
2468,1771217240,14979839,53,miner_pool_4,0.9033,134,219,0.8945,1
2469,1771217360,14769377,49,miner_pool_7,0.9655,93,255,0.8889,1
2470,1771217480,14654910,57,miner_pool_4,0.9734,115,243,0.933,1
2471,1771217600,15150246,53,miner_pool_3,0.9331,128,222,0.9324,1
2472,1771217720,15232750,69,unknown_miner_869,0.9415,116,201,0.7179,1
2473,1771217840,15312096,47,unknown_miner_468,0.9102,98,251,0.2601,1
2474,1771217960,15649000,50,unknown_miner_756,0.8517,99,246,0.6009,1
2475,1771218080,15138122,54,miner_pool_6,0.9605,150,227,0.9013,1
2476,1771218200,15657059,43,miner_pool_6,0.853,133,204,0.8277,1
2477,1771218320,14951608,51,miner_pool_6,0.8594,125,225,0.8466,1
2478,1771218440,15286783,57,miner_pool_1,0.9312,117,235,0.8538,1
2479,1771218560,14111146,48,miner_pool_5,0.9111,101,224,0.8161,1
2480,1771218680,14032914,47,miner_pool_4,0.8805,130,209,0.8021,1
2481,1771218800,15436973,53,miner_pool_1,0.8878,150,214,0.8988,1
2482,1771218920,15893824,54,miner_pool_1,0.8728,143,225,0.8612,1
2483,1771219040,15629824,60,miner_pool_5,0.9864,149,236,0.8473,1
2484,1771219160,15568954,43,miner_pool_5,0.9963,149,232,0.8618,1
2485,1771219280,14188154,45,miner_pool_7,0.977,96,215,0.8435,1
2486,1771219400,15150844,43,miner_pool_4,0.9263,136,226,0.8823,1
2487,1771219520,14834020,51,miner_pool_1,0.8537,139,233,0.8164,0
2488,1771219640,14635025,50,miner_pool_7,0.9889,99,216,0.9388,1
2489,1771219760,15383766,43,miner_pool_3,0.9654,132,244,0.8684,1
2490,1771219880,14131651,45,miner_pool_2,0.9088,137,221,0.8744,0
2491,1771220000,14311712,52,miner_pool_2,0.9062,141,225,0.8178,1
2492,1771220120,15511715,60,miner_pool_8,0.9055,100,255,0.8233,1
2493,1771220240,15262045,57,unknown_miner_410,0.8698,105,212,0.2044,1
2494,1771220360,15231422,50,unknown_miner_392,0.9371,107,238,0.4506,1
2495,1771220480,15749082,38,unknown_miner_651,0.9257,97,223,0.4968,1
2496,1771220600,14369775,62,miner_pool_4,0.9699,120,205,0.9269,1
2497,1771220720,14320588,45,miner_pool_7,0.9879,141,227,0.8384,1
2498,1771220840,14456064,45,unknown_miner_613,0.9899,136,219,0.4746,1
2499,1771220960,14958225,35,miner_pool_10,0.9009,130,224,0.8977,1
2500,1771221080,15763914,49,miner_pool_9,0.923,148,222,0.9485,1
2501,1771221200,14340096,44,miner_pool_6,0.9198,150,203,0.8733,1
2502,1771221320,14433005,37,miner_pool_5,0.8772,128,210,0.8088,1
2503,1771221440,14038625,57,unknown_miner_401,0.9976,108,202,0.4219,1
2504,1771221560,15506406,43,miner_pool_10,0.9883,98,213,0.9347,0
2505,1771221680,15421997,57,miner_pool_5,0.8537,133,244,0.858,1
2506,1771221800,15686119,57,miner_pool_3,0.8818,141,210,0.9472,1
2507,1771221920,14208047,48,miner_pool_4,0.9748,93,206,0.8439,1
2508,1771222040,14787365,52,miner_pool_8,0.9461,98,223,0.8377,1
2509,1771222160,14178964,51,miner_pool_4,0.963,109,250,0.8379,1
2510,1771222280,14260414,50,miner_pool_2,0.9016,144,200,0.8613,1
2511,1771222400,15285231,57,miner_pool_7,0.9529,121,224,0.8579,1
2512,1771222520,14483532,75,miner_pool_3,0.8539,96,205,0.8833,1
2513,1771222640,14718970,40,miner_pool_6,0.8595,112,208,0.8214,1
2514,1771222760,15863654,52,miner_pool_4,0.8892,140,231,0.866,1
2515,1771222880,14686836,50,miner_pool_7,0.9911,114,206,0.8205,1
2516,1771223000,15987386,37,miner_pool_6,0.9952,138,214,0.9288,1
2517,1771223120,15720501,54,miner_pool_4,0.9989,122,203,0.8756,1
2518,1771223240,14621461,36,unknown_miner_870,0.872,132,221,0.5848,1
2519,1771223360,14446866,58,miner_pool_10,0.9327,135,212,0.8846,0
2520,1771223480,15198994,41,miner_pool_4,0.9727,115,205,0.8615,1
2521,1771223600,15075675,45,miner_pool_9,0.8788,105,254,0.9009,1
2522,1771223720,14723422,62,miner_pool_1,0.9061,123,221,0.8697,1
2523,1771223840,14186688,49,miner_pool_1,0.8957,98,253,0.815,1
2524,1771223960,14401268,57,miner_pool_10,0.9834,145,249,0.8594,1
2525,1771224080,14931845,53,miner_pool_5,0.8736,141,245,0.8862,1
2526,1771224200,15411054,47,miner_pool_3,0.8816,138,210,0.8539,1
2527,1771224320,14753977,47,miner_pool_9,0.9561,103,204,0.9455,1
2528,1771224440,15886719,65,miner_pool_10,0.9766,95,215,0.9215,1
2529,1771224560,15111485,51,miner_pool_5,0.9032,110,254,0.9141,1
2530,1771224680,15107550,50,miner_pool_7,0.9135,98,237,0.8889,1
2531,1771224800,15397662,40,miner_pool_1,0.8939,126,242,0.9129,1
2532,1771224920,14363004,62,miner_pool_1,0.919,108,238,0.8733,1
2533,1771225040,14184912,57,miner_pool_10,0.9662,116,237,0.8978,1
2534,1771225160,14740637,57,miner_pool_4,0.9554,98,249,0.8203,1
2535,1771225280,14998056,66,miner_pool_10,0.9537,90,249,0.8624,1
2536,1771225400,14674452,54,miner_pool_9,0.8705,130,232,0.9265,1
2537,1771225520,14978785,49,miner_pool_3,0.8711,92,249,0.8882,0
2538,1771225640,14042130,46,miner_pool_10,0.9109,134,229,0.8301,1
2539,1771225760,15246803,54,miner_pool_7,0.9957,120,249,0.8687,1
2540,1771225880,15059731,50,miner_pool_5,0.9072,121,203,0.9474,1
2541,1771226000,14889502,52,miner_pool_9,0.9105,101,230,0.9211,1
2542,1771226120,14857374,43,miner_pool_10,0.9704,147,201,0.8837,1
2543,1771226240,14311222,59,unknown_miner_615,0.9878,104,212,0.2466,1
2544,1771226360,15011221,45,miner_pool_4,0.9843,142,206,0.8128,1
2545,1771226480,15787799,43,miner_pool_5,0.8904,121,230,0.8405,1
2546,1771226600,15295495,57,miner_pool_6,0.8535,112,242,0.8413,1
2547,1771226720,14988345,48,miner_pool_3,0.931,135,255,0.9009,1
2548,1771226840,14233809,49,miner_pool_9,0.9979,93,206,0.9246,1
2549,1771226960,14963624,46,unknown_miner_84,0.9401,110,243,0.6702,1
2550,1771227080,15140107,54,miner_pool_4,0.9552,135,238,0.946,1
2551,1771227200,14159195,41,miner_pool_5,0.9736,92,221,0.8905,1
2552,1771227320,15369445,56,miner_pool_2,0.9986,91,201,0.9374,1
2553,1771227440,14237709,49,miner_pool_2,0.9014,137,228,0.9245,1
2554,1771227560,14126966,47,miner_pool_7,0.9594,108,200,0.8656,1
2555,1771227680,15250983,45,miner_pool_3,0.881,150,248,0.9288,1
2556,1771227800,14498150,45,unknown_miner_798,0.8964,150,228,0.4857,1
2557,1771227920,14898729,37,unknown_miner_778,0.9939,99,219,0.4245,1
2558,1771228040,14229713,48,miner_pool_9,0.9873,147,227,0.8418,1
2559,1771228160,14509418,43,miner_pool_3,0.9974,90,251,0.8582,1
2560,1771228280,15388509,71,miner_pool_9,0.8828,148,213,0.8778,1
2561,1771228400,15336232,45,miner_pool_1,0.9747,126,200,0.8552,1
2562,1771228520,15457006,41,miner_pool_5,0.8685,115,236,0.8278,1
2563,1771228640,15182904,47,miner_pool_6,0.9278,112,232,0.8622,1
2564,1771228760,14772808,52,miner_pool_6,0.8696,114,203,0.8965,1
2565,1771228880,14097602,51,miner_pool_5,0.8698,131,226,0.893,1
2566,1771229000,15844430,40,unknown_miner_952,0.9676,130,238,0.296,1
2567,1771229120,14636269,56,miner_pool_10,0.9117,113,244,0.8183,1
2568,1771229240,14943304,49,miner_pool_5,0.9443,99,200,0.9347,1
2569,1771229360,15237231,42,unknown_miner_386,0.8581,103,242,0.4182,1
2570,1771229480,14304767,52,miner_pool_9,0.9376,107,214,0.8705,1
